customer_id,age,gender,state,city,income_level,top_category,device_type,acquisition_channel,loyalty_tier,session_frequency,avg_session_duration,cart_abandonment_rate,returns_ratio,discount_dependency,avg_order_value,frequency,seasonal_spike_factor,monetary_value,time_between_purchases,recency,net_promoter_score,churn
C02240,37,Female,Kerala,Kochi,Low,Books,Mobile,Direct,Non-Prime,20,2.7,0.28,0.02,Medium,521,1,1.2,625,365,557,29,0
C02241,25,Female,Delhi,New Delhi,Medium,Electronics,Desktop,Social Media,Non-Prime,4,7.6,0.23,0.03,Low,15754,1,1.1,17329,365,645,20,1
C02242,34,Male,Gujarat,Ahmedabad,High,Grocery,Mobile,Direct,Prime,14,4.8,0.16,0.04,Medium,2066,5,1.28,13222,73,81,78,0
C02243,21,Female,Tamil Nadu,Chennai,Low,Fashion,Mobile,Direct,Non-Prime,26,3.4,0.37,0.26,Medium,2152,1,1.27,2733,365,270,18,0
C02244,58,Male,Maharashtra,Pune,Low,Fashion,Mobile,Organic Search,Prime,23,2.1,0.13,0.19,Medium,1319,8,1.16,12240,46,48,51,0
C02245,47,Male,Kerala,Thiruvananthapuram,Medium,Fashion,Mobile,Organic Search,Non-Prime,15,2.8,0.42,0.21,Medium,2745,1,1.24,3404,365,380,22,1
C02246,58,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Organic Search,Prime,29,3,0.15,0.34,High,1133,5,1.13,6401,73,112,57,0
C02247,55,Female,Kerala,Kochi,Medium,Home & Kitchen,Mobile,Organic Search,Non-Prime,10,3.4,0.4,0.09,Medium,5664,1,1.09,6174,365,520,36,0
C02248,39,Male,Maharashtra,Pune,Medium,Electronics,Mobile,Paid Ads,Non-Prime,13,4,0.28,0.06,High,16471,1,1.33,21906,365,295,32,0
C02249,36,Female,Kerala,Thiruvananthapuram,Low,Beauty,Mobile,Direct,Non-Prime,10,6,0.49,0.09,High,1094,1,1.23,1346,365,425,31,1
C02250,34,Female,Telangana,Hyderabad,Medium,Beauty,Mobile,Influencer,Non-Prime,18,2.5,0.33,0.11,Medium,2028,1,1.3,2636,365,648,27,1
C02251,38,Male,West Bengal,Kolkata,Low,Grocery,Mobile,Influencer,Non-Prime,14,2.6,0.26,0.02,Medium,1489,1,1.19,1772,365,249,22,0
C02252,29,Male,Kerala,Kochi,Low,Electronics,Mobile,Direct,Prime,15,3.5,0.21,0.04,High,7419,7,1.08,56088,52,62,54,0
C02253,58,Female,West Bengal,Kolkata,High,Fashion,Mobile,Direct,Prime,12,4.2,0.08,0.19,Low,4055,5,1.18,23924,73,49,44,0
C02254,33,Female,Telangana,Hyderabad,Medium,Home & Kitchen,Desktop,Organic Search,Non-Prime,5,7.5,0.41,0.12,High,5012,1,1.18,5914,365,288,35,0
C02255,27,Female,Karnataka,Bengaluru,Low,Fashion,Desktop,Email,Prime,8,14.7,0.23,0.23,High,1489,11,1.34,21948,33,67,49,0
C02256,49,Female,Kerala,Kochi,Medium,Books,Mobile,Paid Ads,Non-Prime,16,3.8,0.28,0.04,High,560,1,1.16,650,365,537,21,1
C02257,53,Male,Karnataka,Bengaluru,Medium,Beauty,Desktop,Social Media,Prime,3,10.9,0.13,0.11,Low,2549,6,1.3,19882,61,116,37,0
C02258,49,Female,Karnataka,Bengaluru,Medium,Beauty,Mobile,Email,Non-Prime,26,2.8,0.39,0.1,Medium,2015,5,1.23,12392,73,147,30,0
C02259,29,Female,Karnataka,Bengaluru,Medium,Fashion,Mobile,Organic Search,Prime,11,5.7,0.14,0.23,Low,3759,8,1.17,35184,46,53,54,0
C02260,19,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Direct,Prime,29,2.9,0.22,0.23,High,1208,7,1.05,8879,52,36,49,0
C02261,43,Female,Kerala,Kochi,Medium,Home & Kitchen,Mobile,Paid Ads,Non-Prime,14,5.9,0.49,0.09,High,4766,1,1.14,5433,365,265,8,1
C02262,39,Male,Kerala,Kochi,Medium,Home & Kitchen,Desktop,Email,Non-Prime,11,16.8,0.37,0.06,Medium,5600,1,1.09,6104,365,194,34,0
C02263,40,Male,West Bengal,Kolkata,Medium,Grocery,Mobile,Organic Search,Prime,25,5,0.12,0.01,Medium,1554,13,1.16,23434,28,33,76,0
C02264,40,Female,Tamil Nadu,Coimbatore,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,20,4.8,0.26,0.09,High,4282,1,1.13,4839,365,193,31,0
C02265,51,Male,Maharashtra,Mumbai,Medium,Electronics,Desktop,Direct,Non-Prime,3,14.4,0.4,0.06,High,10892,1,1.15,12526,365,333,29,0
C02266,52,Male,West Bengal,Kolkata,High,Fashion,Mobile,Email,Prime,25,2.4,0.15,0.34,Low,4054,5,1.11,22500,73,39,49,0
C02267,46,Female,Gujarat,Ahmedabad,Medium,Beauty,Mobile,Social Media,Non-Prime,19,3.2,0.43,0.11,Medium,2037,4,1.32,10755,91,139,24,0
C02268,48,Male,Tamil Nadu,Coimbatore,High,Fashion,Mobile,Email,Non-Prime,29,5,0.33,0.2,Low,4008,1,1.32,5291,365,380,24,0
C02269,32,Female,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Influencer,Prime,22,4.4,0.14,0.14,Medium,2905,4,1.05,12201,91,53,50,0
C02270,27,Male,Gujarat,Ahmedabad,Medium,Electronics,Mobile,Organic Search,Non-Prime,10,3.7,0.36,0.03,High,12394,1,1.25,15492,365,313,26,0
C02271,21,Female,Delhi,New Delhi,Medium,Beauty,Desktop,Organic Search,Prime,3,10.8,0.15,0.11,Medium,2458,10,1.13,27775,36,72,52,0
C02272,39,Male,Tamil Nadu,Chennai,Low,Electronics,Mobile,Paid Ads,Prime,20,4.4,0.14,0.06,High,9435,6,1.15,65101,61,57,71,0
C02273,42,Female,Delhi,New Delhi,Low,Beauty,Mobile,Social Media,Non-Prime,26,3.2,0.27,0.09,High,730,1,1.34,978,365,388,25,0
C02274,37,Female,Maharashtra,Mumbai,Medium,Beauty,Mobile,Social Media,Prime,18,4.5,0.1,0.07,Medium,2073,5,1.33,13785,73,51,79,0
C02275,48,Male,Kerala,Kochi,Low,Electronics,Mobile,Organic Search,Non-Prime,14,3.3,0.4,0.06,High,6797,1,1.3,8836,365,780,34,1
C02276,31,Female,Delhi,New Delhi,Low,Beauty,Mobile,Direct,Non-Prime,27,4.9,0.44,0.1,High,900,1,1.26,1134,365,339,19,1
C02277,37,Female,Kerala,Thiruvananthapuram,Low,Grocery,Mobile,Direct,Prime,21,4.1,0.13,0.01,High,1086,8,1.14,9904,46,63,71,0
C02278,37,Female,West Bengal,Kolkata,Low,Beauty,Desktop,Organic Search,Non-Prime,6,10.7,0.29,0.07,Low,1000,1,1.32,1320,365,735,20,1
C02279,59,Male,Telangana,Hyderabad,Medium,Grocery,Mobile,Email,Prime,28,5.3,0.2,0.03,Medium,1804,6,1.23,13314,61,116,42,0
C02280,25,Female,Karnataka,Mysuru,Low,Fashion,Mobile,Organic Search,Non-Prime,29,3.5,0.23,0.32,Medium,1838,1,1.18,2169,365,424,30,0
C02281,28,Female,Karnataka,Mysuru,Medium,Electronics,Mobile,Organic Search,Prime,26,2.7,0.14,0.04,Low,15672,5,1.28,100301,73,103,73,0
C02282,59,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Organic Search,Non-Prime,12,4.2,0.4,0.34,High,1936,1,1.18,2284,365,343,24,0
C02283,19,Female,Maharashtra,Mumbai,Medium,Fashion,Desktop,Direct,Prime,3,16.2,0.16,0.24,Medium,3436,4,1.16,15943,91,50,46,0
C02284,34,Female,Maharashtra,Pune,Low,Beauty,Mobile,Direct,Prime,24,2.9,0.13,0.09,High,1067,6,1.15,7362,61,105,62,0
C02285,54,Male,Delhi,New Delhi,Low,Books,Mobile,Social Media,Non-Prime,22,5.6,0.35,0.02,High,481,1,1.29,620,365,637,26,1
C02286,49,Female,Maharashtra,Pune,High,Home & Kitchen,Desktop,Social Media,Non-Prime,7,7.6,0.5,0.1,High,7727,2,1.26,19472,182,199,25,0
C02287,18,Male,Karnataka,Mysuru,Medium,Home & Kitchen,Mobile,Organic Search,Prime,28,5.8,0.14,0.09,High,4901,7,1.29,44256,52,101,65,0
C02288,39,Female,Karnataka,Bengaluru,Low,Home & Kitchen,Mobile,Organic Search,Prime,28,3.7,0.16,0.15,High,2472,8,1.27,25116,46,30,55,0
C02289,44,Male,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Paid Ads,Prime,23,4.5,0.18,0.1,Medium,4968,9,1.24,55443,41,65,54,0
C02290,35,Male,Kerala,Thiruvananthapuram,Medium,Electronics,Mobile,Paid Ads,Non-Prime,14,4.1,0.32,0.06,Medium,19915,2,1.31,52177,182,103,29,0
C02291,56,Female,Kerala,Thiruvananthapuram,Low,Home & Kitchen,Mobile,Direct,Non-Prime,17,4.6,0.43,0.14,High,1706,1,1.26,2150,365,224,20,0
C02292,46,Male,West Bengal,Kolkata,High,Electronics,Mobile,Influencer,Prime,18,2.6,0.09,0.08,Medium,21609,5,1.24,133976,73,126,79,0
C02293,50,Male,Gujarat,Ahmedabad,Medium,Grocery,Desktop,Organic Search,Prime,3,7.6,0.12,0.02,Low,2252,8,1.09,19637,46,82,79,0
C02294,53,Female,Telangana,Hyderabad,Low,Fashion,Mobile,Social Media,Prime,14,2.2,0.16,0.23,High,1132,10,1.12,12678,36,73,43,0
C02295,37,Female,Tamil Nadu,Chennai,High,Home & Kitchen,Mobile,Organic Search,Non-Prime,13,2.8,0.19,0.11,Low,7755,6,1.3,60489,61,95,35,0
C02296,27,Female,Kerala,Thiruvananthapuram,Low,Books,Desktop,Influencer,Non-Prime,6,6.4,0.32,0.03,High,601,1,1.2,721,365,356,21,0
C02297,43,Female,Telangana,Hyderabad,Low,Fashion,Desktop,Organic Search,Non-Prime,4,17.6,0.24,0.28,Medium,1999,1,1.21,2419,365,612,26,1
C02298,44,Male,Karnataka,Bengaluru,Low,Books,Desktop,Organic Search,Non-Prime,8,12.4,0.31,0.04,High,396,1,1.33,527,365,210,23,0
C02299,37,Male,Karnataka,Bengaluru,Medium,Electronics,Mobile,Social Media,Prime,13,2.4,0.12,0.06,Medium,14477,5,1.18,85414,73,45,87,0
C02300,20,Female,West Bengal,Kolkata,Medium,Home & Kitchen,Mobile,Paid Ads,Non-Prime,28,2.3,0.34,0.14,Medium,4048,1,1.27,5141,365,497,16,1
C02301,56,Male,Telangana,Hyderabad,High,Beauty,Mobile,Email,Prime,20,5.9,0.15,0.1,Low,2880,9,1.05,27216,41,47,49,0
C02302,25,Female,Karnataka,Bengaluru,High,Fashion,Desktop,Direct,Non-Prime,4,14.7,0.22,0.16,Low,4076,1,1.07,4361,365,252,24,0
C02303,33,Female,Maharashtra,Pune,Low,Fashion,Desktop,Paid Ads,Prime,10,11.7,0.21,0.33,High,1271,8,1.3,13218,46,26,57,0
C02304,50,Female,Maharashtra,Mumbai,Medium,Beauty,Mobile,Organic Search,Non-Prime,19,4,0.21,0.11,Medium,1980,1,1.06,2099,365,768,14,1
C02305,38,Male,West Bengal,Kolkata,High,Books,Mobile,Paid Ads,Non-Prime,27,4.5,0.26,0.04,Low,1116,2,1.31,2924,182,189,24,0
C02306,54,Male,Telangana,Hyderabad,Low,Electronics,Mobile,Direct,Prime,28,4.7,0.25,0.04,High,7665,8,1.12,68678,46,64,53,0
C02307,34,Male,Kerala,Kochi,Medium,Electronics,Mobile,Influencer,Prime,28,4.7,0.14,0.04,Medium,19422,4,1.29,100218,91,172,75,0
C02308,33,Female,Karnataka,Bengaluru,Low,Electronics,Mobile,Organic Search,Non-Prime,29,4.8,0.39,0.05,High,9089,1,1.32,11997,365,619,28,1
C02309,29,Female,Telangana,Hyderabad,Low,Beauty,Mobile,Direct,Non-Prime,27,5.9,0.49,0.11,High,706,1,1.17,826,365,296,32,0
C02310,21,Female,Karnataka,Mysuru,High,Home & Kitchen,Mobile,Email,Prime,20,2.3,0.16,0.13,High,8447,8,1.27,85822,46,34,52,0
C02311,42,Male,Kerala,Kochi,Medium,Home & Kitchen,Mobile,Influencer,Prime,12,4.9,0.14,0.12,Medium,5031,5,1.33,33456,73,49,45,0
C02312,37,Female,Maharashtra,Pune,Low,Beauty,Mobile,Paid Ads,Prime,25,3.2,0.15,0.07,High,692,9,1.19,7411,41,81,65,0
C02313,40,Male,Tamil Nadu,Coimbatore,Low,Grocery,Desktop,Paid Ads,Non-Prime,7,12.3,0.5,0.01,High,714,8,1.06,6055,46,49,23,0
C02314,53,Female,Telangana,Hyderabad,Medium,Fashion,Mobile,Direct,Prime,19,3.8,0.09,0.16,Medium,2394,8,1.22,23365,46,42,54,0
C02315,37,Female,Telangana,Hyderabad,Medium,Beauty,Mobile,Email,Non-Prime,23,3,0.44,0.09,Medium,1516,24,1.24,45116,15,20,34,0
C02316,59,Female,Karnataka,Bengaluru,Low,Fashion,Mobile,Social Media,Non-Prime,10,3.5,0.38,0.3,High,1715,2,1.22,4185,182,178,34,0
C02317,20,Female,Karnataka,Mysuru,Medium,Books,Mobile,Influencer,Non-Prime,16,2.4,0.28,0.03,Medium,704,4,1.26,3548,91,194,31,0
C02318,42,Male,West Bengal,Kolkata,High,Electronics,Desktop,Direct,Non-Prime,3,10.3,0.31,0.07,Low,22303,1,1.11,24756,365,429,24,0
C02319,44,Female,Kerala,Kochi,Low,Electronics,Mobile,Direct,Prime,13,2.4,0.2,0.04,High,5537,9,1.33,66278,41,25,57,0
C02320,31,Female,Telangana,Hyderabad,Low,Grocery,Desktop,Email,Prime,10,10.4,0.11,0.01,Medium,804,4,1.14,3666,91,61,80,0
C02321,47,Female,Gujarat,Ahmedabad,Low,Books,Mobile,Email,Non-Prime,12,4.9,0.38,0.04,High,482,1,1.28,617,365,410,25,1
C02322,34,Female,Gujarat,Ahmedabad,Medium,Beauty,Mobile,Direct,Prime,10,3.5,0.08,0.07,Low,2357,14,1.19,39268,26,54,72,0
C02323,44,Male,Delhi,New Delhi,Low,Home & Kitchen,Mobile,Direct,Non-Prime,10,2.8,0.26,0.1,Medium,2592,3,1.11,8631,122,172,31,0
C02324,45,Female,Maharashtra,Pune,Low,Fashion,Mobile,Direct,Non-Prime,24,3.1,0.42,0.24,Medium,2306,3,1.29,8924,122,191,32,0
C02325,37,Male,Kerala,Thiruvananthapuram,Low,Books,Mobile,Influencer,Prime,11,5.8,0.18,0.05,Medium,726,8,1.31,7608,46,101,63,0
C02326,26,Female,Tamil Nadu,Chennai,High,Books,Mobile,Influencer,Prime,26,5.3,0.11,0.05,Low,921,5,1.11,5112,73,70,82,0
C02327,44,Male,Tamil Nadu,Chennai,Low,Electronics,Mobile,Organic Search,Prime,22,5.6,0.21,0.04,High,6143,4,1.16,28504,91,178,55,0
C02328,23,Male,Maharashtra,Mumbai,Low,Electronics,Desktop,Social Media,Prime,3,16.1,0.14,0.05,High,6731,4,1.23,33117,91,179,80,0
C02329,26,Female,Kerala,Kochi,Medium,Electronics,Desktop,Email,Prime,11,17.2,0.12,0.04,Medium,13013,8,1.22,127007,46,26,69,0
C02330,52,Female,Karnataka,Bengaluru,Low,Electronics,Desktop,Direct,Prime,9,17,0.12,0.03,Medium,11935,5,1.23,73400,73,138,78,0
C02331,42,Female,Maharashtra,Mumbai,Medium,Electronics,Mobile,Influencer,Non-Prime,17,2.1,0.36,0.07,Low,19292,5,1.2,115752,73,46,28,0
C02332,48,Male,Delhi,New Delhi,Low,Home & Kitchen,Mobile,Organic Search,Non-Prime,24,2.6,0.22,0.1,Medium,2015,2,1.28,5158,182,389,33,0
C02333,43,Female,Telangana,Hyderabad,Low,Electronics,Mobile,Social Media,Prime,13,4,0.13,0.05,Medium,6780,7,1.21,57427,52,88,57,0
C02334,55,Male,Telangana,Hyderabad,Low,Home & Kitchen,Desktop,Social Media,Prime,7,9.8,0.21,0.1,High,2666,6,1.22,19515,61,134,49,0
C02335,58,Female,Kerala,Kochi,Low,Beauty,Mobile,Direct,Prime,16,5,0.2,0.08,High,782,40,1.18,36910,9,12,48,0
C02336,33,Female,Tamil Nadu,Chennai,Medium,Books,Mobile,Organic Search,Prime,15,3.6,0.19,0.01,Medium,745,11,1.09,8933,33,69,58,0
C02337,59,Male,Tamil Nadu,Chennai,Medium,Electronics,Mobile,Social Media,Non-Prime,16,2.5,0.33,0.06,Medium,19759,1,1.33,26279,365,431,22,1
C02338,19,Female,Gujarat,Ahmedabad,Medium,Beauty,Mobile,Social Media,Non-Prime,11,4.4,0.33,0.1,High,1728,2,1.24,4285,182,91,29,0
C02339,40,Male,Maharashtra,Mumbai,Low,Home & Kitchen,Mobile,Social Media,Prime,29,2.8,0.14,0.11,High,3086,35,1.32,142573,10,8,50,0
C02340,45,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Social Media,Non-Prime,27,5.7,0.44,0.25,High,997,3,1.21,3619,122,268,16,1
C02341,18,Female,Karnataka,Mysuru,High,Electronics,Mobile,Social Media,Non-Prime,12,3.3,0.31,0.06,Low,21913,1,1.21,26515,365,594,16,1
C02342,37,Male,Kerala,Thiruvananthapuram,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,24,5.6,0.28,0.09,Low,6953,14,1.16,112917,26,23,19,0
C02343,55,Female,Telangana,Hyderabad,Low,Beauty,Desktop,Organic Search,Non-Prime,11,13.1,0.23,0.11,Medium,1028,1,1.28,1316,365,341,17,0
C02344,40,Male,West Bengal,Kolkata,High,Beauty,Mobile,Email,Prime,22,4.1,0.2,0.1,Medium,2879,7,1.11,22370,52,28,44,0
C02345,22,Male,Maharashtra,Mumbai,High,Electronics,Mobile,Social Media,Prime,22,2.4,0.11,0.05,Low,45784,4,1.11,203281,91,76,73,0
C02346,28,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Mobile,Direct,Non-Prime,27,3.8,0.39,0.26,Medium,2311,2,1.22,5639,182,165,20,0
C02347,48,Male,Gujarat,Ahmedabad,Medium,Electronics,Mobile,Paid Ads,Non-Prime,20,5.7,0.34,0.07,High,16020,1,1.09,17462,365,587,32,1
C02348,57,Female,Gujarat,Ahmedabad,High,Grocery,Mobile,Email,Prime,22,3.1,0.14,0.02,High,1803,8,1.12,16155,46,95,69,0
C02349,49,Female,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,15,5.9,0.21,0.15,Low,4447,1,1.12,4981,365,253,32,0
C02350,43,Female,West Bengal,Kolkata,Low,Home & Kitchen,Mobile,Influencer,Prime,16,4.3,0.2,0.13,High,1701,27,1.27,58327,14,8,51,0
C02351,23,Male,Kerala,Kochi,Low,Home & Kitchen,Mobile,Direct,Non-Prime,20,5.4,0.24,0.1,Medium,2496,1,1.22,3045,365,200,34,0
C02352,55,Female,Kerala,Thiruvananthapuram,Medium,Beauty,Mobile,Organic Search,Non-Prime,12,2.6,0.32,0.1,Medium,1998,1,1.1,2198,365,210,25,0
C02353,28,Female,Tamil Nadu,Coimbatore,Medium,Electronics,Mobile,Direct,Prime,25,4.4,0.24,0.06,High,17212,8,1.2,165235,46,36,51,0
C02354,42,Male,Karnataka,Bengaluru,High,Electronics,Desktop,Social Media,Non-Prime,9,11.6,0.39,0.03,Low,32499,3,1.23,119921,122,230,27,0
C02355,22,Female,Maharashtra,Pune,Low,Home & Kitchen,Mobile,Social Media,Non-Prime,22,2.1,0.18,0.06,Low,4089,5,1.1,22490,73,60,15,0
C02356,44,Male,Delhi,New Delhi,Medium,Home & Kitchen,Mobile,Direct,Non-Prime,22,5.6,0.29,0.14,Medium,5039,2,1.07,10783,182,174,21,0
C02357,37,Female,Tamil Nadu,Coimbatore,Low,Fashion,Mobile,Social Media,Prime,11,5.4,0.2,0.23,High,1802,6,1.13,12218,61,99,42,0
C02358,29,Male,Delhi,New Delhi,Low,Electronics,Desktop,Direct,Non-Prime,6,14.4,0.32,0.04,High,5926,1,1.13,6696,365,788,6,1
C02359,49,Female,Telangana,Hyderabad,High,Electronics,Mobile,Organic Search,Non-Prime,10,3.7,0.36,0.05,Medium,27717,1,1.05,29103,365,201,11,0
C02360,56,Female,Tamil Nadu,Chennai,Medium,Beauty,Desktop,Organic Search,Non-Prime,11,9.4,0.26,0.11,Medium,2291,29,1.32,87699,13,18,18,0
C02361,43,Female,West Bengal,Kolkata,Low,Books,Desktop,Email,Non-Prime,8,7.6,0.23,0.03,Medium,599,5,1.21,3624,73,55,21,0
C02362,46,Male,Delhi,New Delhi,Low,Electronics,Desktop,Direct,Prime,4,11,0.15,0.07,High,5461,10,1.07,58433,36,33,81,0
C02363,46,Female,West Bengal,Kolkata,Medium,Electronics,Desktop,Organic Search,Prime,6,9.9,0.05,0.05,Low,16324,12,1.34,262490,30,47,77,0
C02364,18,Female,Telangana,Hyderabad,Medium,Fashion,Mobile,Organic Search,Prime,24,4.6,0.12,0.31,Medium,2585,8,1.16,23989,46,100,45,0
C02365,23,Female,Kerala,Kochi,Low,Beauty,Mobile,Email,Non-Prime,29,2.1,0.43,0.07,Medium,1177,3,1.13,3990,122,150,15,0
C02366,53,Female,Tamil Nadu,Chennai,Medium,Home & Kitchen,Mobile,Social Media,Non-Prime,25,5.6,0.48,0.12,High,4967,1,1.31,6507,365,321,33,0
C02367,32,Male,Delhi,New Delhi,Low,Electronics,Mobile,Social Media,Non-Prime,11,5.9,0.42,0.05,High,7702,1,1.35,10398,365,751,29,1
C02368,29,Female,Tamil Nadu,Coimbatore,Low,Beauty,Mobile,Organic Search,Non-Prime,22,4.1,0.41,0.07,High,1038,4,1.08,4484,91,174,25,0
C02369,31,Female,Gujarat,Ahmedabad,Medium,Grocery,Mobile,Direct,Prime,17,3,0.16,0.02,High,1726,9,1.27,19728,41,22,78,0
C02370,55,Female,Karnataka,Bengaluru,Low,Fashion,Mobile,Paid Ads,Non-Prime,13,4.2,0.38,0.28,Medium,1907,1,1.29,2460,365,388,20,1
C02371,59,Male,Karnataka,Mysuru,Low,Grocery,Desktop,Influencer,Non-Prime,5,9.4,0.27,0.01,Medium,1304,2,1.27,3312,182,158,26,0
C02372,27,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Mobile,Email,Non-Prime,15,6,0.24,0.19,Medium,2281,5,1.08,12317,73,99,17,0
C02373,51,Male,Telangana,Hyderabad,Low,Home & Kitchen,Desktop,Organic Search,Non-Prime,6,7.2,0.47,0.12,High,2196,1,1.11,2438,365,439,32,1
C02374,37,Female,Gujarat,Ahmedabad,Low,Beauty,Mobile,Organic Search,Non-Prime,13,5.1,0.39,0.07,Low,847,1,1.22,1033,365,200,14,0
C02375,36,Female,Delhi,New Delhi,Medium,Books,Mobile,Email,Prime,24,4.6,0.1,0.04,Medium,875,6,1.31,6878,61,95,68,0
C02376,24,Male,Karnataka,Bengaluru,Low,Home & Kitchen,Mobile,Paid Ads,Prime,15,3,0.19,0.12,High,2410,7,1.32,22268,52,56,40,0
C02377,46,Male,Telangana,Hyderabad,Medium,Books,Desktop,Organic Search,Non-Prime,9,9.3,0.33,0.01,Low,1003,6,1.17,7041,61,38,8,0
C02378,57,Female,Tamil Nadu,Chennai,Medium,Electronics,Mobile,Organic Search,Non-Prime,26,2.8,0.3,0.07,Low,20903,2,1.19,49749,182,186,33,0
C02379,30,Female,Maharashtra,Mumbai,Medium,Fashion,Desktop,Influencer,Non-Prime,5,16.7,0.42,0.2,Medium,3037,3,1.09,9931,122,217,31,0
C02380,47,Female,Kerala,Thiruvananthapuram,Low,Beauty,Mobile,Email,Non-Prime,25,3.4,0.48,0.05,High,966,3,1.24,3594,122,74,33,0
C02381,38,Male,Gujarat,Ahmedabad,High,Fashion,Desktop,Organic Search,Non-Prime,7,12.9,0.33,0.25,Medium,4476,2,1.22,10921,182,143,27,0
C02382,57,Female,Tamil Nadu,Coimbatore,Medium,Fashion,Mobile,Direct,Non-Prime,24,3.2,0.44,0.25,Medium,2214,2,1.34,5934,182,244,24,0
C02383,49,Male,Kerala,Kochi,Medium,Home & Kitchen,Desktop,Social Media,Prime,10,16.2,0.09,0.1,Low,6866,8,1.11,60970,46,34,72,0
C02384,19,Male,Kerala,Kochi,Medium,Electronics,Desktop,Organic Search,Non-Prime,11,7.9,0.44,0.07,Medium,19910,3,1.09,65106,122,113,35,0
C02385,44,Female,Telangana,Hyderabad,High,Fashion,Desktop,Organic Search,Prime,10,15.6,0.15,0.34,Medium,3987,7,1.19,33212,52,62,52,0
C02386,40,Female,Gujarat,Ahmedabad,Low,Fashion,Desktop,Social Media,Non-Prime,10,15.4,0.45,0.27,High,1859,11,1.21,24743,33,26,21,0
C02387,24,Female,West Bengal,Kolkata,Medium,Beauty,Mobile,Social Media,Non-Prime,13,2.6,0.49,0.11,High,1435,1,1.29,1851,365,437,28,1
C02388,39,Female,Kerala,Kochi,Medium,Beauty,Desktop,Paid Ads,Non-Prime,10,14.3,0.37,0.06,Low,1811,3,1.25,6791,122,224,28,0
C02389,46,Male,Gujarat,Ahmedabad,Low,Home & Kitchen,Desktop,Social Media,Prime,7,11.8,0.17,0.07,High,2642,6,1.13,17913,61,69,50,0
C02390,20,Female,West Bengal,Kolkata,Low,Electronics,Mobile,Organic Search,Prime,22,5.7,0.21,0.06,High,9461,10,1.22,115424,36,79,47,0
C02391,51,Female,Gujarat,Ahmedabad,High,Beauty,Mobile,Social Media,Prime,19,4,0.16,0.08,Medium,2856,9,1.31,33672,41,74,53,0
C02392,37,Male,Karnataka,Bengaluru,Low,Electronics,Mobile,Email,Non-Prime,16,5.3,0.48,0.05,High,9792,1,1.26,12338,365,245,23,0
C02393,49,Male,Tamil Nadu,Chennai,Medium,Books,Desktop,Organic Search,Prime,6,8.7,0.1,0.05,Medium,841,8,1.25,8410,46,80,83,0
C02394,24,Female,West Bengal,Kolkata,High,Grocery,Mobile,Influencer,Non-Prime,29,4.9,0.37,0.03,Low,2608,3,1.1,8606,122,154,18,0
C02395,29,Female,Telangana,Hyderabad,Low,Beauty,Desktop,Email,Prime,6,9,0.14,0.09,Medium,1239,5,1.12,6938,73,50,80,0
C02396,42,Female,Delhi,New Delhi,High,Beauty,Mobile,Email,Non-Prime,17,4.9,0.35,0.09,Low,2932,3,1.08,9500,122,227,30,0
C02397,36,Female,Delhi,New Delhi,Low,Fashion,Mobile,Social Media,Prime,13,3.2,0.13,0.22,High,2104,4,1.19,10015,91,74,52,0
C02398,50,Male,Delhi,New Delhi,Low,Fashion,Mobile,Social Media,Prime,27,5.9,0.24,0.25,High,1916,7,1.08,14485,52,53,54,0
C02399,43,Male,Karnataka,Bengaluru,Medium,Home & Kitchen,Mobile,Organic Search,Non-Prime,25,3.1,0.28,0.14,High,4220,1,1.22,5148,365,475,35,0
C02400,45,Female,Gujarat,Ahmedabad,Low,Fashion,Mobile,Email,Prime,13,2.4,0.2,0.34,High,1178,24,1.3,36754,15,32,50,0
C02401,29,Female,West Bengal,Kolkata,Low,Fashion,Mobile,Influencer,Prime,27,2.6,0.1,0.19,Medium,2133,13,1.06,29393,28,30,53,0
C02402,35,Male,Tamil Nadu,Coimbatore,Low,Electronics,Desktop,Email,Non-Prime,5,15.1,0.31,0.04,High,8683,15,1.33,173226,24,42,23,0
C02403,50,Male,Maharashtra,Mumbai,Low,Fashion,Desktop,Email,Non-Prime,6,14.1,0.23,0.17,Medium,1467,4,1.06,6220,91,185,39,0
C02404,59,Male,West Bengal,Kolkata,High,Electronics,Mobile,Email,Non-Prime,18,4.3,0.25,0.04,Low,33379,1,1.34,44728,365,326,25,0
C02405,34,Male,West Bengal,Kolkata,Low,Electronics,Mobile,Direct,Non-Prime,23,5.9,0.43,0.07,Medium,10117,17,1.25,214986,21,37,18,0
C02406,43,Female,Karnataka,Bengaluru,Low,Home & Kitchen,Mobile,Email,Non-Prime,15,3.6,0.4,0.14,High,3073,1,1.16,3565,365,224,16,0
