customer_id,recency,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,RFM_Segment,Cluster
C02613,149,5,11038,3,3,3,9,Potential Loyalists,3
C02614,604,1,1322,1,1,1,3,Lost,0
C02615,761,1,4107,1,1,2,4,Lost,0
C02616,30,8,57160,5,5,5,15,Champions,3
C02617,136,5,116667,3,3,5,11,Loyal Customers,3
C02618,151,5,29243,3,3,4,10,Loyal Customers,3
C02619,44,7,38272,5,4,4,13,Champions,3
C02620,160,3,17096,3,3,4,10,Loyal Customers,3
C02621,45,8,90841,5,5,5,15,Champions,3
C02622,32,7,27307,5,4,4,13,Champions,3
C02623,422,1,1478,2,1,1,4,Lost,0
C02624,48,5,63365,5,3,5,13,Champions,3
C02625,643,1,3923,1,1,2,4,Lost,0
C02626,106,2,19243,3,2,4,9,Potential Loyalists,3
C02627,47,12,15892,5,5,3,13,Champions,3
C02628,252,1,2431,2,1,1,4,Lost,3
C02629,59,5,43244,4,3,5,12,Loyal Customers,3
C02630,265,3,8081,2,3,2,7,Potential Loyalists,3
C02631,112,6,23273,3,4,4,11,Loyal Customers,3
C02632,95,8,62099,4,5,5,14,Champions,3
C02633,604,1,3662,1,1,2,4,Lost,0
C02634,763,1,1179,1,1,1,3,Lost,0
C02635,596,1,3406,1,1,2,4,Lost,0
C02636,99,5,9662,3,3,3,9,Potential Loyalists,3
C02637,37,8,12718,5,5,3,13,Champions,3
C02638,18,38,468431,5,5,5,15,Champions,1
C02639,112,5,5692,3,3,2,8,Potential Loyalists,3
C02640,83,7,25400,4,4,4,12,Loyal Customers,3
C02641,379,1,2901,2,1,1,4,Lost,0
C02642,533,1,717,1,1,1,3,Lost,0
C02643,497,1,2383,1,1,1,3,Lost,0
C02644,494,1,3438,1,1,2,4,Lost,0
C02645,521,1,3635,1,1,2,4,Lost,0
C02646,458,1,2244,1,1,1,3,Lost,0
C02647,784,1,1252,1,1,1,3,Lost,0
C02648,212,2,9871,2,2,3,7,Potential Loyalists,3
C02649,172,3,5689,3,3,2,8,Potential Loyalists,3
C02650,94,4,5993,4,3,2,9,Potential Loyalists,3
C02651,99,3,2293,3,3,1,7,Potential Loyalists,3
C02652,159,4,29382,3,3,4,10,Loyal Customers,3
C02653,37,6,85226,5,4,5,14,Champions,3
C02654,758,1,1395,1,1,1,3,Lost,0
C02655,80,9,97373,4,5,5,14,Champions,3
C02656,210,2,2102,2,2,1,5,At Risk,3
C02657,167,4,16006,3,3,3,9,Potential Loyalists,3
C02658,779,1,1368,1,1,1,3,Lost,0
C02659,635,1,929,1,1,1,3,Lost,0
C02660,18,19,95656,5,5,5,15,Champions,3
C02661,82,8,24355,4,5,4,13,Champions,3
C02662,50,7,18179,5,4,4,13,Champions,3
C02663,748,1,775,1,1,1,3,Lost,0
C02664,198,2,4123,3,2,2,7,Potential Loyalists,3
C02665,30,17,21069,5,5,4,14,Champions,3
C02666,93,6,34070,4,4,4,12,Loyal Customers,3
C02667,236,1,3636,2,1,2,5,At Risk,3
C02668,7,40,75078,5,5,5,15,Champions,2
C02669,26,9,62520,5,5,5,15,Champions,3
C02670,230,1,1157,2,1,1,4,Lost,3
C02671,289,2,12288,2,2,3,7,Potential Loyalists,3
C02672,644,1,11472,1,1,3,5,At Risk,0
C02673,393,1,17799,2,1,4,7,Potential Loyalists,0
C02674,56,11,15148,4,5,3,12,Loyal Customers,3
C02675,177,3,2984,3,3,1,7,Potential Loyalists,3
C02676,36,12,110984,5,5,5,15,Champions,3
C02677,505,1,2611,1,1,1,3,Lost,0
C02678,579,1,1015,1,1,1,3,Lost,0
C02679,51,13,121558,5,5,5,15,Champions,3
C02680,71,8,15798,4,5,3,12,Loyal Customers,3
C02681,201,2,3098,2,2,1,5,At Risk,3
C02682,252,1,11017,2,1,3,6,At Risk,3
C02683,105,4,43729,3,3,5,11,Loyal Customers,3
C02684,82,6,4624,4,4,2,10,Loyal Customers,3
C02685,59,8,64727,4,5,5,14,Champions,3
C02686,10,28,68240,5,5,5,15,Champions,2
C02687,56,5,45995,4,3,5,12,Loyal Customers,3
C02688,94,4,10912,4,3,3,10,Loyal Customers,3
C02689,61,4,9067,4,3,3,10,Loyal Customers,3
C02690,399,2,19450,2,2,4,8,Potential Loyalists,0
C02691,79,9,30154,4,5,4,13,Champions,3
C02692,116,2,4008,3,2,2,7,Potential Loyalists,3
C02693,436,1,534,1,1,1,3,Lost,0
C02694,246,1,8486,2,1,3,6,At Risk,3
C02695,671,1,3421,1,1,2,4,Lost,0
C02696,352,1,753,2,1,1,4,Lost,0
C02697,209,3,115980,2,3,5,10,Loyal Customers,3
C02698,554,1,19146,1,1,4,6,At Risk,0
C02699,748,1,2543,1,1,1,3,Lost,0
C02700,55,6,43639,4,4,5,13,Champions,3
C02701,23,12,21329,5,5,4,14,Champions,3
C02702,94,2,50703,4,2,5,11,Loyal Customers,3
C02703,232,1,1156,2,1,1,4,Lost,3
C02704,620,1,1636,1,1,1,3,Lost,0
C02705,205,1,1019,2,1,1,4,Lost,3
C02706,34,15,324595,5,5,5,15,Champions,1
C02707,384,1,9163,2,1,3,6,At Risk,0
C02708,151,5,165855,3,3,5,11,Loyal Customers,3
C02709,551,1,2073,1,1,1,3,Lost,0
C02710,33,10,20838,5,5,4,14,Champions,3
C02711,715,1,11911,1,1,3,5,At Risk,0
C02712,776,1,4714,1,1,2,4,Lost,0
C02713,645,1,2671,1,1,1,3,Lost,0
C02714,245,2,2224,2,2,1,5,At Risk,3
C02715,352,1,38984,2,1,4,7,Potential Loyalists,0
C02716,451,1,2045,1,1,1,3,Lost,0
C02717,471,1,1107,1,1,1,3,Lost,0
C02718,394,2,1482,2,2,1,5,At Risk,0
C02719,317,2,32907,2,2,4,8,Potential Loyalists,0
C02720,352,1,2673,2,1,1,4,Lost,0
C02721,777,1,23857,1,1,4,6,At Risk,0
C02722,112,6,80375,3,4,5,12,Loyal Customers,3
C02723,47,7,14979,5,4,3,12,Loyal Customers,3
C02724,415,1,522,2,1,1,4,Lost,0
C02725,765,1,3185,1,1,2,4,Lost,0
C02726,571,1,6561,1,1,2,4,Lost,0
C02727,48,6,24094,5,4,4,13,Champions,3
C02728,54,9,214470,5,5,5,15,Champions,3
C02729,169,4,29171,3,3,4,10,Loyal Customers,3
C02730,28,7,8208,5,4,2,11,Loyal Customers,3
C02731,47,7,87478,5,4,5,14,Champions,3
C02732,439,1,2605,1,1,1,3,Lost,0
C02733,240,2,34804,2,2,4,8,Potential Loyalists,3
C02734,42,7,11541,5,4,3,12,Loyal Customers,3
C02735,34,9,12975,5,5,3,13,Champions,3
C02736,348,1,2098,2,1,1,4,Lost,0
C02737,58,6,15200,4,4,3,11,Loyal Customers,3
C02738,366,1,4138,2,1,2,5,At Risk,0
C02739,66,12,10416,4,5,3,12,Loyal Customers,3
C02740,18,12,44477,5,5,5,15,Champions,3
C02741,255,1,1539,2,1,1,4,Lost,3
C02742,35,11,34474,5,5,4,14,Champions,3
C02743,140,4,29411,3,3,4,10,Loyal Customers,3
C02744,437,1,944,1,1,1,3,Lost,0
C02745,84,8,26091,4,5,4,13,Champions,3
C02746,55,6,16730,4,4,3,11,Loyal Customers,3
C02747,47,9,20287,5,5,4,14,Champions,3
C02748,623,1,5273,1,1,2,4,Lost,0
C02749,115,6,284577,3,4,5,12,Loyal Customers,3
C02750,60,8,292313,4,5,5,14,Champions,3
C02751,113,6,95505,3,4,5,12,Loyal Customers,3
C02752,411,1,2374,2,1,1,4,Lost,0
C02753,22,22,12547,5,5,3,13,Champions,2
C02754,53,9,18661,5,5,4,14,Champions,3
C02755,39,5,8236,5,3,2,10,Loyal Customers,3
C02756,149,5,30697,3,3,4,10,Loyal Customers,3
C02757,800,1,3856,1,1,2,4,Lost,0
C02758,194,4,2700,3,3,1,7,Potential Loyalists,3
C02759,69,11,12747,4,5,3,12,Loyal Customers,3
C02760,152,4,4610,3,3,2,8,Potential Loyalists,3
C02761,577,1,4364,1,1,2,4,Lost,0
C02762,80,7,163384,4,4,5,13,Champions,3
C02763,40,8,19201,5,5,4,14,Champions,3
C02764,39,6,40493,5,4,4,13,Champions,3
C02765,98,6,6515,3,4,2,9,Potential Loyalists,3
C02766,388,1,6177,2,1,2,5,At Risk,0
C02767,55,7,7175,4,4,2,10,Loyal Customers,3
C02768,102,5,7690,3,3,2,8,Potential Loyalists,3
C02769,138,2,7244,3,2,2,7,Potential Loyalists,3
C02770,431,1,10045,1,1,3,5,At Risk,0
C02771,534,1,1661,1,1,1,3,Lost,0
C02772,150,4,13517,3,3,3,9,Potential Loyalists,3
C02773,176,3,129056,3,3,5,11,Loyal Customers,3
C02774,135,3,149196,3,3,5,11,Loyal Customers,3
C02775,47,8,11995,5,5,3,13,Champions,3
C02776,439,1,5732,1,1,2,4,Lost,0
C02777,21,11,29258,5,5,4,14,Champions,3
C02778,588,1,679,1,1,1,3,Lost,0
C02779,269,1,2843,2,1,1,4,Lost,3
C02780,336,1,3453,2,1,2,5,At Risk,0
C02781,156,5,10543,3,3,3,9,Potential Loyalists,3
C02782,474,1,23768,1,1,4,6,At Risk,0
C02783,12,19,72395,5,5,5,15,Champions,3
C02784,54,7,25966,5,4,4,13,Champions,3
C02785,74,8,53917,4,5,5,14,Champions,3
C02786,55,6,16331,4,4,3,11,Loyal Customers,3
C02787,46,8,54789,5,5,5,15,Champions,3
C02788,309,1,1381,2,1,1,4,Lost,0
C02789,382,2,5453,2,2,2,6,At Risk,0
C02790,651,1,1397,1,1,1,3,Lost,0
C02791,637,1,4079,1,1,2,4,Lost,0
C02792,281,1,2294,2,1,1,4,Lost,0
C02793,44,13,114968,5,5,5,15,Champions,3
C02794,218,2,16897,2,2,3,7,Potential Loyalists,3
C02795,131,4,6165,3,3,2,8,Potential Loyalists,3
C02796,74,5,238091,4,3,5,12,Loyal Customers,3
C02797,529,1,4421,1,1,2,4,Lost,0
C02798,517,1,43622,1,1,5,7,Potential Loyalists,0
C02799,67,5,26095,4,3,4,11,Loyal Customers,3
C02800,384,1,15980,2,1,3,6,At Risk,0
C02801,38,18,532508,5,5,5,15,Champions,1
C02802,82,4,39226,4,3,4,11,Loyal Customers,3
C02803,202,2,2610,2,2,1,5,At Risk,3
C02804,15,44,199313,5,5,5,15,Champions,2
C02805,503,1,3482,1,1,2,4,Lost,0
C02806,45,7,27257,5,4,4,13,Champions,3
C02807,776,1,2518,1,1,1,3,Lost,0
C02808,319,1,2921,2,1,1,4,Lost,0
C02809,15,47,34771,5,5,4,14,Champions,2
C02810,78,5,5599,4,3,2,9,Potential Loyalists,3
C02811,676,1,517,1,1,1,3,Lost,0
C02812,51,9,163595,5,5,5,15,Champions,3
C02813,70,7,149865,4,4,5,13,Champions,3
C02814,130,6,21652,3,4,4,11,Loyal Customers,3
C02815,253,2,10260,2,2,3,7,Potential Loyalists,3
C02816,696,1,4926,1,1,2,4,Lost,0
C02817,13,27,274780,5,5,5,15,Champions,2
C02818,342,1,1396,2,1,1,4,Lost,0
C02819,43,7,25287,5,4,4,13,Champions,3
C02820,30,12,56232,5,5,5,15,Champions,3
C02821,316,2,11972,2,2,3,7,Potential Loyalists,0
C02822,121,6,114712,3,4,5,12,Loyal Customers,3
C02823,45,8,22930,5,5,4,14,Champions,3
C02824,234,1,2698,2,1,1,4,Lost,3
C02825,49,11,20410,5,5,4,14,Champions,3
C02826,91,7,6577,4,4,2,10,Loyal Customers,3
C02827,65,5,98853,4,3,5,12,Loyal Customers,3
C02828,520,1,1674,1,1,1,3,Lost,0
C02829,44,7,26090,5,4,4,13,Champions,3
C02830,314,2,3809,2,2,2,6,At Risk,0
C02831,425,1,743,2,1,1,4,Lost,0
C02832,116,5,13616,3,3,3,9,Potential Loyalists,3
C02833,397,1,3563,2,1,2,5,At Risk,0
C02834,21,9,11578,5,5,3,13,Champions,3
C02835,85,6,138456,4,4,5,13,Champions,3
C02836,452,1,5590,1,1,2,4,Lost,0
C02837,104,6,65196,3,4,5,12,Loyal Customers,3
C02838,195,4,22830,3,3,4,10,Loyal Customers,3
C02839,131,5,10174,3,3,3,9,Potential Loyalists,3
C02840,89,9,186451,4,5,5,14,Champions,3
C02841,669,1,1287,1,1,1,3,Lost,0
C02842,82,7,25257,4,4,4,12,Loyal Customers,3
C02843,163,4,44355,3,3,5,11,Loyal Customers,3
C02844,109,7,15385,3,4,3,10,Loyal Customers,3
C02845,21,38,25688,5,5,4,14,Champions,2
C02846,690,1,1132,1,1,1,3,Lost,0
C02847,195,4,36267,3,3,4,10,Loyal Customers,3
C02848,112,5,9585,3,3,3,9,Potential Loyalists,3
C02849,25,11,53707,5,5,5,15,Champions,3
C02850,688,1,1473,1,1,1,3,Lost,0
C02851,136,4,23535,3,3,4,10,Loyal Customers,3
C02852,267,2,38626,2,2,4,8,Potential Loyalists,3
C02853,98,7,19904,3,4,4,11,Loyal Customers,3
C02854,198,2,26042,3,2,4,9,Potential Loyalists,3
C02855,287,1,16310,2,1,3,6,At Risk,0
C02856,99,5,12969,3,3,3,9,Potential Loyalists,3
C02857,175,4,13674,3,3,3,9,Potential Loyalists,3
C02858,472,1,20602,1,1,4,6,At Risk,0
C02859,104,5,31635,3,3,4,10,Loyal Customers,3
C02860,455,1,501,1,1,1,3,Lost,0
C02861,594,1,8186,1,1,2,4,Lost,0
C02862,340,1,1494,2,1,1,4,Lost,0
C02863,34,8,12740,5,5,3,13,Champions,3
C02864,65,8,19333,4,5,4,13,Champions,3
C02865,156,5,2956,3,3,1,7,Potential Loyalists,3
C02866,96,7,18992,4,4,4,12,Loyal Customers,3
C02867,199,4,78940,3,3,5,11,Loyal Customers,3
C02868,570,1,11117,1,1,3,5,At Risk,0
C02869,94,4,89516,4,3,5,12,Loyal Customers,3
C02870,682,1,6735,1,1,2,4,Lost,0
C02871,108,6,32086,3,4,4,11,Loyal Customers,3
C02872,346,1,1669,2,1,1,4,Lost,0
C02873,57,4,7802,4,3,2,9,Potential Loyalists,3
C02874,48,7,15176,5,4,3,12,Loyal Customers,3
C02875,312,2,1771,2,2,1,5,At Risk,0
C02876,86,6,7839,4,4,2,10,Loyal Customers,3
C02877,644,1,3658,1,1,2,4,Lost,0
C02878,159,5,16506,3,3,3,9,Potential Loyalists,3
C02879,52,8,227367,5,5,5,15,Champions,3
C02880,200,4,8045,2,3,2,7,Potential Loyalists,3
C02881,164,4,3379,3,3,2,8,Potential Loyalists,3
C02882,43,8,7407,5,5,2,12,Loyal Customers,3
C02883,161,4,4161,3,3,2,8,Potential Loyalists,3
C02884,54,6,28312,5,4,4,13,Champions,3
C02885,130,5,107806,3,3,5,11,Loyal Customers,3
C02886,34,15,45560,5,5,5,15,Champions,3
C02887,310,1,3089,2,1,1,4,Lost,0
C02888,82,3,1099,4,3,1,8,Potential Loyalists,3
C02889,21,11,25214,5,5,4,14,Champions,3
C02890,235,3,7031,2,3,2,7,Potential Loyalists,3
C02891,17,35,253525,5,5,5,15,Champions,2
C02892,147,2,22451,3,2,4,9,Potential Loyalists,3
C02893,718,1,5740,1,1,2,4,Lost,0
C02894,111,6,16357,3,4,3,10,Loyal Customers,3
C02895,792,1,1916,1,1,1,3,Lost,0
C02896,119,6,15180,3,4,3,10,Loyal Customers,3
C02897,70,8,7560,4,5,2,11,Loyal Customers,3
C02898,52,10,24725,5,5,4,14,Champions,3
C02899,762,1,17386,1,1,4,6,At Risk,0
C02900,335,2,13967,2,2,3,7,Potential Loyalists,0
C02901,97,5,4908,3,3,2,8,Potential Loyalists,3
C02902,199,1,14681,3,1,3,7,Potential Loyalists,3
C02903,52,4,7460,5,3,2,10,Loyal Customers,3
C02904,266,2,3740,2,2,2,6,At Risk,3
C02905,615,1,3126,1,1,1,3,Lost,0
C02906,127,5,59576,3,3,5,11,Loyal Customers,3
C02907,60,5,42481,4,3,5,12,Loyal Customers,3
C02908,323,1,1715,2,1,1,4,Lost,0
C02909,191,4,9493,3,3,3,9,Potential Loyalists,3
C02910,21,15,55658,5,5,5,15,Champions,3
C02911,237,1,4413,2,1,2,5,At Risk,3
C02912,95,8,6969,4,5,2,11,Loyal Customers,3
C02913,18,27,15514,5,5,3,13,Champions,2
C02914,19,11,246364,5,5,5,15,Champions,3
C02915,65,7,7102,4,4,2,10,Loyal Customers,3
C02916,799,1,820,1,1,1,3,Lost,0
C02917,153,5,13222,3,3,3,9,Potential Loyalists,3
C02918,20,23,266408,5,5,5,15,Champions,2
C02919,573,1,1196,1,1,1,3,Lost,0
C02920,75,4,5933,4,3,2,9,Potential Loyalists,3
C02921,38,14,39509,5,5,4,14,Champions,3
C02922,43,6,20925,5,4,4,13,Champions,3
C02923,86,7,37926,4,4,4,12,Loyal Customers,3
C02924,194,3,16887,3,3,3,9,Potential Loyalists,3
C02925,112,5,5173,3,3,2,8,Potential Loyalists,3
C02926,82,4,5222,4,3,2,9,Potential Loyalists,3
C02927,79,6,16192,4,4,3,11,Loyal Customers,3
C02928,70,9,33627,4,5,4,13,Champions,3
C02929,27,12,12338,5,5,3,13,Champions,3
C02930,99,6,3836,3,4,2,9,Potential Loyalists,3
C02931,71,9,21930,4,5,4,13,Champions,3
C02932,468,1,3869,1,1,2,4,Lost,0
C02933,35,12,19182,5,5,4,14,Champions,3
C02934,193,3,22770,3,3,4,10,Loyal Customers,3
C02935,481,1,7059,1,1,2,4,Lost,0
C02936,535,1,9743,1,1,3,5,At Risk,0
C02937,27,11,11892,5,5,3,13,Champions,3
C02938,86,8,40483,4,5,4,13,Champions,3
C02939,351,1,839,2,1,1,4,Lost,0
C02940,123,5,11350,3,3,3,9,Potential Loyalists,3
C02941,15,45,139596,5,5,5,15,Champions,2
C02942,220,3,9700,2,3,3,8,Potential Loyalists,3
C02943,26,9,49338,5,5,5,15,Champions,3
C02944,58,9,28717,4,5,4,13,Champions,3
C02945,50,4,10624,5,3,3,11,Loyal Customers,3
C02946,556,1,3422,1,1,2,4,Lost,0
C02947,36,17,282854,5,5,5,15,Champions,1
C02948,254,2,39209,2,2,4,8,Potential Loyalists,3
C02949,410,1,1639,2,1,1,4,Lost,0
C02950,323,2,1558,2,2,1,5,At Risk,0
C02951,790,1,1090,1,1,1,3,Lost,0
C02952,67,5,12490,4,3,3,10,Loyal Customers,3
C02953,330,2,4199,2,2,2,6,At Risk,0
C02954,11,34,71974,5,5,5,15,Champions,2
C02955,125,4,9835,3,3,3,9,Potential Loyalists,3
C02956,73,6,85373,4,4,5,13,Champions,3
C02957,88,7,48796,4,4,5,13,Champions,3
C02958,91,7,76916,4,4,5,13,Champions,3
C02959,244,2,8232,2,2,2,6,At Risk,3
C02960,290,2,10860,2,2,3,7,Potential Loyalists,0
C02961,27,9,74983,5,5,5,15,Champions,3
C02962,47,5,5754,5,3,2,10,Loyal Customers,3
C02963,550,1,11200,1,1,3,5,At Risk,0
C02964,240,2,3425,2,2,2,6,At Risk,3
C02965,174,4,18995,3,3,4,10,Loyal Customers,3
C02966,773,1,15458,1,1,3,5,At Risk,0
C02967,159,5,237130,3,3,5,11,Loyal Customers,3
C02968,107,6,50203,3,4,5,12,Loyal Customers,3
C02969,166,4,24025,3,3,4,10,Loyal Customers,3
C02970,157,4,4766,3,3,2,8,Potential Loyalists,3
C02971,17,40,350532,5,5,5,15,Champions,2
C02972,48,7,13187,5,4,3,12,Loyal Customers,3
C02973,53,9,78048,5,5,5,15,Champions,3
C02974,39,13,134456,5,5,5,15,Champions,3
C02975,22,9,14481,5,5,3,13,Champions,3
C02976,22,11,31335,5,5,4,14,Champions,3
C02977,759,1,11145,1,1,3,5,At Risk,0
C02978,47,8,16390,5,5,3,13,Champions,3
C02979,350,2,7446,2,2,2,6,At Risk,0
C02980,42,5,21040,5,3,4,12,Loyal Customers,3
C02981,72,4,7553,4,3,2,9,Potential Loyalists,3
C02982,85,6,22487,4,4,4,12,Loyal Customers,3
C02983,26,8,89718,5,5,5,15,Champions,3
C02984,101,6,156619,3,4,5,12,Loyal Customers,3
C02985,267,2,4709,2,2,2,6,At Risk,3
C02986,216,1,2232,2,1,1,4,Lost,3
C02987,43,8,167514,5,5,5,15,Champions,3
C02988,317,1,23578,2,1,4,7,Potential Loyalists,0
C02989,150,4,16274,3,3,3,9,Potential Loyalists,3
C02990,21,14,56542,5,5,5,15,Champions,3
C02991,182,4,6571,3,3,2,8,Potential Loyalists,3
C02992,139,3,49061,3,3,5,11,Loyal Customers,3
C02993,88,7,26244,4,4,4,12,Loyal Customers,3
C02994,443,1,3262,1,1,2,4,Lost,0
C02995,47,8,148807,5,5,5,15,Champions,3
C02996,31,7,64137,5,4,5,14,Champions,3
C02997,286,1,962,2,1,1,4,Lost,0
C02998,44,12,8986,5,5,3,13,Champions,3
C02999,272,1,5532,2,1,2,5,At Risk,3
C03000,55,7,15773,4,4,3,11,Loyal Customers,3
C03001,100,5,254680,3,3,5,11,Loyal Customers,3
C03002,33,7,13798,5,4,3,12,Loyal Customers,3
C03003,465,1,3384,1,1,2,4,Lost,0
C03004,36,7,17053,5,4,3,12,Loyal Customers,3
C03005,32,7,5963,5,4,2,11,Loyal Customers,3
C03006,125,2,85090,3,2,5,10,Loyal Customers,3
C03007,25,17,56128,5,5,5,15,Champions,3
C03008,551,1,14286,1,1,3,5,At Risk,0
C03009,105,6,10020,3,4,3,10,Loyal Customers,3
C03010,91,3,8046,4,3,2,9,Potential Loyalists,3
C03011,239,1,9122,2,1,3,6,At Risk,3
C03012,744,1,2865,1,1,1,3,Lost,0
C03013,157,5,12380,3,3,3,9,Potential Loyalists,3
C03014,135,4,15652,3,3,3,9,Potential Loyalists,3
C03015,92,8,76033,4,5,5,14,Champions,3
C03016,216,2,3851,2,2,2,6,At Risk,3
C03017,406,1,1637,2,1,1,4,Lost,0
C03018,29,12,86408,5,5,5,15,Champions,3
C03019,397,1,15551,2,1,3,6,At Risk,0
C03020,188,2,25217,3,2,4,9,Potential Loyalists,3
C03021,684,1,17705,1,1,4,6,At Risk,0
C03022,55,8,10486,4,5,3,12,Loyal Customers,3
C03023,86,5,11044,4,3,3,10,Loyal Customers,3
C03024,640,1,3454,1,1,2,4,Lost,0
C03025,443,1,2296,1,1,1,3,Lost,0
C03026,482,1,1702,1,1,1,3,Lost,0
C03027,18,29,369813,5,5,5,15,Champions,1
C03028,50,4,6075,5,3,2,10,Loyal Customers,3
C03029,31,16,24888,5,5,4,14,Champions,3
C03030,681,1,1017,1,1,1,3,Lost,0
C03031,655,1,2475,1,1,1,3,Lost,0
C03032,58,8,16449,4,5,3,12,Loyal Customers,3
C03033,688,1,16355,1,1,3,5,At Risk,0
C03034,95,3,7866,4,3,2,9,Potential Loyalists,3
C03035,99,7,52776,3,4,5,12,Loyal Customers,3
C03036,342,1,1509,2,1,1,4,Lost,0
C03037,116,5,13514,3,3,3,9,Potential Loyalists,3
C03038,686,1,6752,1,1,2,4,Lost,0
C03039,489,1,6272,1,1,2,4,Lost,0
C03040,66,9,24584,4,5,4,13,Champions,3
C03041,65,7,62331,4,4,5,13,Champions,3
C03042,672,1,5711,1,1,2,4,Lost,0
C03043,64,7,112031,4,4,5,13,Champions,3
C03044,163,4,3082,3,3,1,7,Potential Loyalists,3
C03045,599,1,2447,1,1,1,3,Lost,0
C03046,289,1,1565,2,1,1,4,Lost,0
C03047,201,1,16869,2,1,3,6,At Risk,3
C03048,509,1,3215,1,1,2,4,Lost,0
C03049,49,9,18418,5,5,4,14,Champions,3
C03050,433,1,4143,1,1,2,4,Lost,0
C03051,79,3,2356,4,3,1,8,Potential Loyalists,3
C03052,131,3,7852,3,3,2,8,Potential Loyalists,3
C03053,257,3,48348,2,3,5,10,Loyal Customers,3
C03054,85,3,22671,4,3,4,11,Loyal Customers,3
C03055,44,6,2452,5,4,1,10,Loyal Customers,3
C03056,576,1,24529,1,1,4,6,At Risk,0
C03057,750,1,2667,1,1,1,3,Lost,0
C03058,317,2,2522,2,2,1,5,At Risk,0
C03059,73,7,19074,4,4,4,12,Loyal Customers,3
C03060,272,2,49195,2,2,5,9,Potential Loyalists,3
C03061,17,14,28525,5,5,4,14,Champions,3
C03062,37,8,20779,5,5,4,14,Champions,3
C03063,446,1,4407,1,1,2,4,Lost,0
C03064,244,2,1198,2,2,1,5,At Risk,3
C03065,685,1,2669,1,1,1,3,Lost,0
C03066,345,2,32062,2,2,4,8,Potential Loyalists,0
C03067,484,1,1614,1,1,1,3,Lost,0
C03068,529,1,935,1,1,1,3,Lost,0
C03069,274,1,1260,2,1,1,4,Lost,0
C03070,75,8,10580,4,5,3,12,Loyal Customers,3
C03071,56,6,3797,4,4,2,10,Loyal Customers,3
C03072,89,6,10740,4,4,3,11,Loyal Customers,3
C03073,17,24,158475,5,5,5,15,Champions,2
C03074,231,1,976,2,1,1,4,Lost,3
C03075,54,8,23086,5,5,4,14,Champions,3
C03076,77,3,56244,4,3,5,12,Loyal Customers,3
C03077,631,1,3232,1,1,2,4,Lost,0
C03078,66,9,9112,4,5,3,12,Loyal Customers,3
C03079,570,1,1995,1,1,1,3,Lost,0
C03080,473,1,9752,1,1,3,5,At Risk,0
C03081,667,1,1392,1,1,1,3,Lost,0
C03082,96,7,12416,4,4,3,11,Loyal Customers,3
C03083,259,1,2898,2,1,1,4,Lost,3
C03084,132,2,19674,3,2,4,9,Potential Loyalists,3
C03085,50,7,13759,5,4,3,12,Loyal Customers,3
C03086,65,7,46057,4,4,5,13,Champions,3
C03087,202,2,7693,2,2,2,6,At Risk,3
C03088,47,5,9332,5,3,3,11,Loyal Customers,3
C03089,121,5,21588,3,3,4,10,Loyal Customers,3
C03090,24,9,173056,5,5,5,15,Champions,3
C03091,70,4,43387,4,3,5,12,Loyal Customers,3
C03092,408,1,3026,2,1,1,4,Lost,0
C03093,364,1,35055,2,1,4,7,Potential Loyalists,0
C03094,31,11,18150,5,5,4,14,Champions,3
C03095,363,2,10561,2,2,3,7,Potential Loyalists,0
C03096,202,1,2010,2,1,1,4,Lost,3
C03097,108,5,19135,3,3,4,10,Loyal Customers,3
C03098,28,7,93242,5,4,5,14,Champions,3
C03099,144,5,38570,3,3,4,10,Loyal Customers,3
C03100,83,7,13684,4,4,3,11,Loyal Customers,3
C03101,147,3,2167,3,3,1,7,Potential Loyalists,3
C03102,96,4,18095,4,3,4,11,Loyal Customers,3
C03103,262,1,7906,2,1,2,5,At Risk,3
C03104,304,2,57234,2,2,5,9,Potential Loyalists,3
C03105,464,1,3675,1,1,2,4,Lost,0
C03106,755,1,19536,1,1,4,6,At Risk,0
C03107,49,8,106068,5,5,5,15,Champions,3
C03108,556,1,3608,1,1,2,4,Lost,0
C03109,575,1,1486,1,1,1,3,Lost,0
C03110,101,8,55699,3,5,5,13,Champions,3
C03111,100,6,9568,3,4,3,10,Loyal Customers,3
C03112,754,1,39912,1,1,4,6,At Risk,0
C03113,65,6,28040,4,4,4,12,Loyal Customers,3
C03114,29,9,26922,5,5,4,14,Champions,3
C03115,648,1,9303,1,1,3,5,At Risk,0
C03116,105,5,17829,3,3,4,10,Loyal Customers,3
C03117,211,2,34652,2,2,4,8,Potential Loyalists,3
C03118,74,7,10486,4,4,3,11,Loyal Customers,3
C03119,50,9,46241,5,5,5,15,Champions,3
C03120,190,4,12155,3,3,3,9,Potential Loyalists,3
C03121,604,1,25673,1,1,4,6,At Risk,0
C03122,227,1,2675,2,1,1,4,Lost,3
C03123,589,1,14851,1,1,3,5,At Risk,0
C03124,145,5,18486,3,3,4,10,Loyal Customers,3
C03125,534,1,1734,1,1,1,3,Lost,0
C03126,134,4,28155,3,3,4,10,Loyal Customers,3
C03127,72,5,21306,4,3,4,11,Loyal Customers,3
C03128,15,46,39461,5,5,4,14,Champions,2
C03129,698,1,5077,1,1,2,4,Lost,0
C03130,651,1,2347,1,1,1,3,Lost,0
C03131,275,1,19171,2,1,4,7,Potential Loyalists,3
